"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys27","sys28","sys30"
0.08601958,0.09191928,0.07463557,0.08042042,0.08437969,0.07882694,0.06562981,0.07756474,0.08888582,0.08773329,0.09087979,0.07733573,0.09004973,0.05745495,0.05448048,0.08754065,0.09058238,0.07610329,0.09034724,0.09842843,0.08595816,0.06155599,0.059011,0.09212211,0.09373617,0.08823247,0.08644622,0.08942478
0.09195451,0.09273472,0.07829589,0.08189766,0.0841194,0.08169193,0.07455393,0.07874746,0.08834309,0.0927365,0.0906146,0.08015066,0.09368688,0.06523717,0.05927704,0.09010104,0.09151991,0.07950795,0.09099198,0.09705275,0.08452202,0.06780637,0.066409,0.09157994,0.09143675,0.08962158,0.08820932,0.09116172
0.09751026,0.09311601,0.07479948,0.07739083,0.08749549,0.08212991,0.07276726,0.08094094,0.09487157,0.08625129,0.09068839,0.08073044,0.09691871,0.06294118,0.05867303,0.09045645,0.09414508,0.08074974,0.09612252,0.1039883,0.08679527,0.06597756,0.06303247,0.09520821,0.09915585,0.09527127,0.09373743,0.09480525
0.09266117,0.08958156,0.07134813,0.07238558,0.08324328,0.08067577,0.07330029,0.07967075,0.08835653,0.08863221,0.09232343,0.07828286,0.09127102,0.06696095,0.06085864,0.08583013,0.09042902,0.07587107,0.08901301,0.10087916,0.08748592,0.06411928,0.06213614,0.0914063,0.09132549,0.09012171,0.08761085,0.09129694
0.0993389,0.09500404,0.0783365,0.07907784,0.08585786,0.08452008,0.07154704,0.08256696,0.09501009,0.09149709,0.09249657,0.08000344,0.0933643,0.06356176,0.0578258,0.09140641,0.09171115,0.07952151,0.09420408,0.10248247,0.09057709,0.06521365,0.06645804,0.09065541,0.09394602,0.0958036,0.09524375,0.09342222
0.09452327,0.09087331,0.07129601,0.07466262,0.08404064,0.07687527,0.06662702,0.07557674,0.08877393,0.08824,0.09093501,0.07819859,0.09007601,0.0648926,0.0601626,0.09026666,0.09307487,0.07920521,0.09165084,0.09996264,0.08731322,0.06663042,0.06381277,0.09023267,0.09209978,0.09003975,0.09130801,0.0912002
0.09284979,0.09274951,0.07577453,0.07761573,0.08126325,0.08259659,0.07411648,0.08202238,0.08684642,0.08935864,0.09301659,0.077403,0.08808628,0.0622394,0.05572472,0.08800892,0.09197542,0.07752841,0.0940896,0.1043413,0.09221079,0.06452422,0.06428272,0.09072957,0.0914116,0.0909235,0.08799804,0.08755499
0.09153411,0.09284244,0.07517005,0.08024572,0.08355055,0.08214205,0.07394614,0.08067904,0.09009966,0.08744188,0.09199019,0.07943074,0.09170261,0.06674899,0.0621604,0.08808384,0.09108172,0.07925229,0.09076046,0.09635079,0.08606576,0.06513044,0.06380239,0.08987798,0.08885345,0.09315665,0.09310161,0.09234033
0.09468184,0.08718975,0.07276893,0.07800832,0.08146004,0.07735195,0.07171866,0.07630906,0.08732532,0.08559059,0.0879145,0.07830281,0.08946066,0.06537312,0.06170445,0.0900122,0.08998322,0.07989483,0.09173292,0.10054524,0.0883057,0.06968358,0.06898046,0.08746787,0.08864063,0.08967047,0.09362642,0.09114694
0.09655992,0.09405894,0.07487351,0.0777391,0.08228472,0.08487552,0.07543394,0.08338839,0.09332504,0.08921961,0.09255449,0.08022041,0.09299127,0.06525303,0.05906857,0.08885285,0.09292911,0.07911932,0.09165766,0.10440716,0.0937853,0.06481581,0.06278506,0.09101099,0.09092122,0.0942587,0.09360111,0.09358028
0.09509293,0.09147422,0.07232336,0.07565059,0.08289145,0.08061177,0.07231876,0.07784923,0.08826877,0.08938413,0.09025164,0.07786254,0.09245525,0.06256224,0.05508526,0.09212456,0.08873623,0.08091279,0.08911856,0.09685273,0.08374951,0.06123717,0.06165201,0.09393745,0.09314453,0.09214974,0.08996968,0.09352123
0.08797573,0.08983814,0.0751588,0.07797882,0.08125219,0.07959539,0.07027026,0.07872852,0.08994642,0.0896997,0.09274464,0.07553793,0.0922997,0.06175215,0.05858859,0.08663508,0.08924668,0.07607101,0.0889021,0.10332709,0.08885233,0.06285729,0.06148837,0.08806054,0.09036335,0.09216326,0.09152709,0.0923222
0.09480231,0.08935326,0.07436266,0.07941673,0.08448943,0.08364803,0.0725007,0.0809629,0.08847441,0.08915146,0.09217035,0.07729849,0.09447944,0.06735511,0.06196036,0.08726843,0.08861918,0.07730975,0.09189168,0.09986886,0.08366394,0.06698498,0.06474771,0.08641157,0.09027655,0.09166604,0.09081359,0.09192904
0.0960906,0.09535129,0.06859134,0.07250106,0.08644044,0.08181125,0.07643087,0.08353638,0.08884785,0.09093492,0.09317809,0.08080961,0.09111287,0.06489485,0.06014489,0.08981575,0.09106883,0.07901037,0.09540264,0.10461309,0.09048319,0.06776877,0.06495667,0.09369509,0.09778254,0.08988304,0.09187939,0.09237448
0.09535029,0.09352889,0.07177671,0.07461477,0.08214189,0.08028793,0.07203443,0.07954134,0.08949569,0.09088869,0.09217192,0.07768136,0.09170789,0.06575635,0.05776176,0.08913825,0.09125333,0.07808725,0.0904058,0.10216941,0.08760348,0.06443327,0.06367886,0.09391928,0.09506723,0.09131648,0.09157305,0.09226236
0.09533925,0.09374664,0.07768646,0.08058006,0.08618556,0.08048258,0.07005101,0.07861397,0.09067323,0.092437,0.09058496,0.0802032,0.09295896,0.06440496,0.05816386,0.08821722,0.08896495,0.07756127,0.08875275,0.10287281,0.08762911,0.06676693,0.06389208,0.0948938,0.09511355,0.08978543,0.08831943,0.09344933
