"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys26","sys27","sys28","sys29","sys30","sys31","sys32","sys33","sys34"
0.09976768,0.09770887,0.09748084,0.09853444,0.10378538,0.00446918,0.09861862,0.08787819,0.0757535,0.08881886,0.08062126,0.07193905,0.10413885,0.07243768,0.08006406,0.09784809,0.09660216,0.10465705,0.13669826,0.09825826,0.06334526,0.06739114,0.08877982,0.09213484,0.07588352,0.08947732,0.08660812,0.08110301,0.10585349,0.09813377,0.10565201,0.07691195,0.0794583,0.10201097
0.10507608,0.10265141,0.09010927,0.09242762,0.09852628,0.00531588,0.09948024,0.08840119,0.07315346,0.09339258,0.08124524,0.0718496,0.10709173,0.07434209,0.08519494,0.1012056,0.09939039,0.11188693,0.14048423,0.09765666,0.06724849,0.06989433,0.08498273,0.0898048,0.07713633,0.09324649,0.09190691,0.08318293,0.10766767,0.09777133,0.10685044,0.07571531,0.07820044,0.10562238
0.09829506,0.09511928,0.08700825,0.0929507,0.09519959,0.00439414,0.0957455,0.0836358,0.07214686,0.08453237,0.07599936,0.06669789,0.10530161,0.07699098,0.08270045,0.09286771,0.09542498,0.1002926,0.14225216,0.09936487,0.0614512,0.05945096,0.07953854,0.08214438,0.0670581,0.09224864,0.09257248,0.08106523,0.10368888,0.0926946,0.10107106,0.07142226,0.07239559,0.10508873
0.09803688,0.09966062,0.09169694,0.09673349,0.10103983,0.00521257,0.09780176,0.0891063,0.07455406,0.09066666,0.08556932,0.07447844,0.10824661,0.07521841,0.0829596,0.09774174,0.10085522,0.10937809,0.13896896,0.09806197,0.06483859,0.06445546,0.08223014,0.0858575,0.07466022,0.09216576,0.09141558,0.07848624,0.10832432,0.09822158,0.10720111,0.07927363,0.07930967,0.10230005
0.09715972,0.10132148,0.09433585,0.09503199,0.09935179,0.00527438,0.09470445,0.08614214,0.07247022,0.09178278,0.08147987,0.07005316,0.10458358,0.07937336,0.08388288,0.09974085,0.10259844,0.10331816,0.14029053,0.10066898,0.06686598,0.06468212,0.08579956,0.08389164,0.07779295,0.09352196,0.09369033,0.08156873,0.105756,0.10191591,0.10683047,0.07628364,0.07932717,0.10458433
0.1031574,0.10058049,0.09149914,0.09441793,0.10142293,0.00536856,0.10038695,0.08860011,0.07448928,0.0918392,0.08065841,0.07011187,0.10834986,0.07644123,0.08497073,0.10015575,0.09804541,0.10341813,0.14950261,0.10389765,0.06793738,0.06387664,0.08402803,0.08993769,0.07818218,0.09336312,0.09250129,0.0777913,0.10364556,0.09665101,0.10408372,0.07408768,0.0749073,0.1080362
0.09812532,0.09691592,0.08763539,0.09016536,0.09717396,0.00459896,0.09394473,0.08233337,0.07203579,0.09053497,0.07698473,0.06676981,0.10110687,0.07730706,0.08502066,0.09873545,0.10077909,0.10055775,0.13662061,0.10053204,0.0636997,0.0650126,0.08693573,0.08747864,0.07678078,0.09539139,0.09538129,0.08021365,0.10296052,0.09383575,0.10123724,0.07224725,0.07371242,0.10327652
0.10027672,0.09391391,0.09249053,0.09715587,0.09968368,0.00482306,0.09391863,0.0857387,0.07194586,0.08485805,0.0796603,0.07233192,0.1038374,0.07867243,0.08724876,0.10037116,0.10109108,0.10386297,0.14814189,0.10553633,0.06927712,0.06617649,0.08265945,0.08210066,0.07205105,0.09469468,0.09423808,0.08122999,0.10653898,0.09619055,0.10218903,0.07785561,0.07783059,0.10291892
0.09871487,0.09921021,0.08987106,0.09642514,0.10383039,0.00539275,0.09744128,0.08890401,0.07722594,0.08999991,0.08580355,0.07397316,0.10188685,0.07567126,0.08171948,0.10268043,0.10402778,0.10465136,0.13831576,0.0953638,0.06574926,0.06673472,0.0854858,0.09217373,0.07840941,0.09549324,0.09179323,0.0837129,0.1059443,0.0981069,0.10319094,0.08033389,0.0822118,0.10224829
0.10114515,0.09589565,0.09340732,0.09649625,0.09956533,0.00480311,0.10049048,0.09105105,0.07272372,0.08926702,0.07625782,0.06677108,0.10732924,0.07651508,0.0866062,0.09827652,0.10062021,0.10382702,0.14197702,0.10027964,0.06407286,0.06558074,0.08638317,0.08765582,0.07399879,0.09388985,0.0946118,0.08406165,0.09874975,0.0961001,0.09863828,0.07180681,0.0732617,0.10363915
0.10108232,0.099762,0.08996828,0.0923127,0.09682161,0.00522562,0.09795771,0.0896631,0.07262863,0.09150907,0.08486846,0.07470571,0.10508307,0.0801499,0.08597542,0.0947405,0.09838895,0.10403763,0.14127163,0.0967425,0.06670074,0.07101661,0.0885101,0.08767246,0.07962999,0.09393538,0.09714318,0.08402803,0.10908427,0.09400231,0.10509228,0.07704744,0.0781594,0.11308027
0.10349941,0.10182157,0.08672648,0.09039014,0.09925901,0.00415126,0.09711743,0.0881377,0.07487607,0.0914882,0.07802778,0.0701077,0.10516235,0.0712953,0.081206,0.0982983,0.09772772,0.10346425,0.13970481,0.09813778,0.06373965,0.06510862,0.08322446,0.08799174,0.07409488,0.09236668,0.09320116,0.081807,0.10237481,0.09678815,0.099643,0.0735375,0.07869546,0.10211812
0.10393905,0.09830742,0.08816717,0.09429025,0.09374218,0.0047875,0.09261372,0.08372609,0.07364949,0.08940925,0.08025481,0.06902341,0.10208808,0.0709375,0.08164844,0.09612328,0.09737353,0.10170161,0.13555139,0.09639363,0.06086061,0.06087363,0.08335471,0.0839887,0.07245261,0.09232608,0.09134574,0.07943302,0.09898583,0.09006598,0.09565562,0.07557957,0.0755956,0.10496897
0.10354033,0.0983147,0.08735039,0.09308232,0.09846551,0.00492267,0.09566667,0.08222639,0.06958734,0.08835106,0.07564665,0.06703478,0.1033949,0.07611111,0.08248148,0.09291928,0.0948948,0.10575166,0.1398862,0.10043883,0.06651495,0.06183988,0.08635274,0.09060965,0.07325726,0.09280957,0.08845156,0.08300701,0.101491,0.09281185,0.09850955,0.07227899,0.07349749,0.09998518
