"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys26","sys27","sys28","sys29","sys30","sys33","sys34","sys35","sys36","sys37","sys38","sys39","sys40","sys41","sys42","sys43","sys44","sys45","sys46","sys47","sys48"
0.01644123,0.01493545,0.01793694,0.0811221,0.09571569,0.08540038,0.06068279,0.04700124,0.04991863,0.05057032,0.03490807,0.10217618,0.09895867,0.08952396,0.09784943,0.10795886,0.10237695,0.056439,0.10141177,0.09607798,0.09604198,0.057926,0.08958552,0.08692749,0.07979916,0.03057457,0.03065677,0.03792636,0.07596546,0.06532452,0.04496734,0.04570765,0.04147812,0.09159127,0.07275693,0.05826543,0.05945573,0.05053563,0.04990265,0.05038126,0.08068179,0.08594252,0.10244983,0.03074382,0.03357926,0.02824696
0.01886746,0.01718769,0.02062934,0.08002202,0.09798728,0.08925213,0.06349946,0.04928246,0.05182252,0.04881872,0.03489988,0.09692412,0.09465665,0.08375723,0.09860757,0.10871009,0.10290979,0.05925886,0.09892211,0.09889164,0.1015543,0.05898999,0.08742142,0.08544238,0.07478316,0.03200897,0.03591511,0.0429217,0.0773105,0.06404055,0.04502919,0.04600108,0.04371027,0.09036036,0.07561336,0.05922632,0.0580061,0.05289448,0.05384536,0.05383852,0.07994579,0.08160899,0.09930261,0.03513437,0.0385626,0.0311195
0.0163208,0.01506117,0.01820737,0.07800705,0.09482767,0.08746998,0.06213784,0.04731725,0.04701,0.047207,0.03302052,0.09603822,0.09521437,0.08466825,0.10082453,0.10651295,0.10608853,0.05517215,0.09961011,0.09445281,0.09659624,0.0512203,0.08319657,0.08155195,0.07160658,0.0307606,0.03085425,0.03724468,0.07341866,0.06342442,0.04065269,0.04184674,0.03813281,0.09246246,0.07207255,0.05120885,0.05211843,0.05206497,0.05148242,0.05347243,0.07490889,0.08004634,0.09911956,0.03053573,0.03223441,0.0271074
0.01691482,0.01509237,0.01865841,0.07627226,0.09946265,0.09023834,0.05688646,0.04277165,0.04975075,0.04621025,0.03253232,0.09461399,0.09330775,0.08397918,0.09968905,0.1071621,0.10438337,0.05436432,0.09834574,0.09079197,0.09371822,0.05450618,0.08913738,0.08729741,0.07363362,0.03207737,0.03484652,0.04287792,0.07037774,0.06087291,0.04020119,0.04123651,0.03929541,0.09398482,0.07119911,0.05468965,0.05615673,0.04852793,0.04955345,0.05007306,0.07861,0.08901878,0.10033805,0.03518026,0.03735756,0.03177315
0.01637331,0.01493792,0.01810404,0.076164,0.09478078,0.08376907,0.05887972,0.04541633,0.04698538,0.04544144,0.03065817,0.10166957,0.09664355,0.08713249,0.09542112,0.1048356,0.10078917,0.0553093,0.09517816,0.09715691,0.10001341,0.05361209,0.0819618,0.08074205,0.07628538,0.02954532,0.03373313,0.0397617,0.07111591,0.06368016,0.04027257,0.04127872,0.03811355,0.08775967,0.07067762,0.05495051,0.05406897,0.05487438,0.05187015,0.05841165,0.07604601,0.08018038,0.09732176,0.03364975,0.03548873,0.03048924
0.0177093,0.01612487,0.01988018,0.07465364,0.10050891,0.0918112,0.06141135,0.04828833,0.04803521,0.04613892,0.03081272,0.09734064,0.09515343,0.08519294,0.09989439,0.10109084,0.10396186,0.06046434,0.10121097,0.09563703,0.09611668,0.05691315,0.08754233,0.08640517,0.07563924,0.03378949,0.03341112,0.03974591,0.0751626,0.06177152,0.04184135,0.04423214,0.04007343,0.09220095,0.07411568,0.05631075,0.0578924,0.05518626,0.05068444,0.05552597,0.07839996,0.0863091,0.10163932,0.03295354,0.03533389,0.03006998
0.01754304,0.0165463,0.01984428,0.0779266,0.0897053,0.08452323,0.05879524,0.04576877,0.04725481,0.0466926,0.03249147,0.08952427,0.08563151,0.07952146,0.10136947,0.10642186,0.10742712,0.0540856,0.09666236,0.09411349,0.09633443,0.05479473,0.08499596,0.08247287,0.06935836,0.02944092,0.02976234,0.03578006,0.07532468,0.06396936,0.04111289,0.04276656,0.0390062,0.09343943,0.07020458,0.05517195,0.05570149,0.04886755,0.05303033,0.05072312,0.07754325,0.0826252,0.0989095,0.03005613,0.03013353,0.02754442
0.0174064,0.01629641,0.01923023,0.07573765,0.094621,0.0907056,0.06232984,0.04929741,0.05008059,0.04617948,0.03270881,0.09499875,0.09543942,0.08483978,0.09435507,0.10320058,0.0995179,0.05932877,0.10105617,0.09675725,0.10215086,0.05740404,0.08778843,0.0845273,0.07438436,0.0318872,0.03460239,0.04123223,0.07207584,0.06226225,0.04184083,0.04312306,0.03963242,0.08716977,0.07345173,0.05714809,0.05745646,0.05029739,0.04977301,0.05207307,0.07762133,0.08751311,0.09997627,0.03516757,0.03571603,0.03090468
0.01655931,0.01504312,0.01782726,0.08073665,0.09605284,0.09177405,0.06287345,0.04848199,0.04941357,0.05083483,0.03615573,0.09849489,0.09576577,0.0863974,0.10167927,0.10979479,0.10717237,0.05875627,0.09943003,0.0979069,0.10175619,0.05745255,0.0920916,0.08886831,0.07332307,0.03123223,0.03327986,0.03987919,0.07358328,0.06442873,0.04063794,0.04234209,0.03949393,0.09622781,0.0756938,0.05667766,0.05753403,0.05070398,0.04915226,0.05378622,0.0826987,0.08937634,0.10172416,0.0336181,0.03555235,0.02889509
0.01455772,0.01329605,0.01642527,0.07766664,0.09266686,0.09065165,0.06493069,0.05036427,0.04785279,0.04701451,0.03146434,0.09481976,0.09371591,0.08241573,0.09498382,0.10095034,0.10019019,0.06123948,0.09330074,0.09425201,0.09480319,0.05886957,0.08431926,0.0834274,0.07511475,0.0313243,0.03487238,0.04152052,0.07605263,0.06478129,0.03907527,0.0404044,0.03597228,0.0915131,0.07412406,0.05806337,0.05880781,0.05122201,0.05160712,0.05262582,0.07587819,0.08428628,0.09649437,0.03424324,0.0363451,0.03164228
